normalized_vendor_name,vendor_name,profile_url,profile_slug,slug_match_method,gsc_status,county_rows,counties_served,word_count,sentence_count,paragraph_count,opening_template_cluster_id,opening_template_cluster_size,nearest_neighbor_similarity,uniqueness_score_1_5,vendor_description_truncated
asp security tactics,ASP Security Tactics,https://www.getcarryclass.com/instructors/asp-security-tactics-38474e8890,asp-security-tactics-38474e8890,exact,not_indexed,1,san-benito,100,4,2,79,1,0.3347,5,"ASP Firearms Training offers a diverse and highly experienced team of instructors covering a wide range of backgrounds including competitive shooting, law enforcement, military, and civilian self-defe"
executech inc.,Executech Inc.,https://www.getcarryclass.com/instructors/executech-inc,executech-inc,constructed,unknown,1,san-benito,68,3,1,17,2,0.9486,2,Executech Security Solutions is a California-based security corporation headquartered in the San Francisco Bay Area that specializes in investigative and protective solutions. They offer CCW training 
california ccw courses,California CCW Courses,https://www.getcarryclass.com/instructors/california-ccw-courses-3ccd51f34e,california-ccw-courses-3ccd51f34e,exact,not_indexed,1,san-benito,58,3,1,106,1,0.3397,5,California CCW Courses provides online CCW training for both California residents and non-residents seeking concealed carry permits. They offer DOJ-compliant 16-hour initial courses and 8-hour renewal
mcgrew & associates inc.,McGrew & Associates Inc.,https://www.getcarryclass.com/instructors/mcgrew-associates-inc-f75201d271,mcgrew-associates-inc-f75201d271,exact,not_indexed,1,san-benito,79,4,2,3,3,0.7197,2,"McGrew & Associates, Inc. is a highly qualified investigative and security consulting firm located in San Jose, CA, with over 100 years of combined experience in law enforcement, security and investig"
bay area tactical (bat),Bay Area Tactical (BAT),https://www.getcarryclass.com/instructors/bay-area-tactical-group-bat-tactical-4903e3cbaa,bay-area-tactical-group-bat-tactical-4903e3cbaa,fuzzy,not_indexed,1,san-joaquin,77,3,1,90,1,0.7677,2,"Bay Area Tactical Group (BAT) is the premier destination for tactical and firearms training in the Bay Area, led by certified and experienced instructors. They offer a comprehensive range of courses f"
defensive accuracy firearms training,Defensive Accuracy Firearms Training,https://www.getcarryclass.com/instructors/defensive-firearms-training-llc-016e5d1f51,defensive-firearms-training-llc-016e5d1f51,fuzzy,not_indexed,1,san-joaquin,46,3,1,140,1,0.7928,2,"Defensive Accuracy Firearms Training provides California CCW instruction and training services in the Bay Area and Central California region. They offer initial CCW courses, renewals, modifications, p"
elite armory plus,Elite Armory Plus,https://www.getcarryclass.com/instructors/elite-armory-plus-8259faa779,elite-armory-plus-8259faa779,exact,not_indexed,1,san-joaquin,56,3,1,16,2,0.4834,4,Elite Armory offers online CCW courses including 16-hour initial and 8-hour renewal courses that allow students to go at their own pace according to their schedule. Upon completion of the online porti
hammerhead institute of training,Hammerhead Institute of Training,https://www.getcarryclass.com/instructors/hammerhead-institute-of-training-8666f64f1b,hammerhead-institute-of-training-8666f64f1b,exact,not_indexed,1,san-joaquin,63,3,1,208,1,0.267,5,"Hammerhead Institute of Training is a BSIS-approved training facility based in Stockton, CA that offers comprehensive CCW training and security guard certification courses. They provide a 16-hour CCW "
linden gun range,Linden Gun Range,https://www.getcarryclass.com/instructors/linden-gun-range-038a1ce22b,linden-gun-range-038a1ce22b,exact,not_indexed,1,san-joaquin,59,3,1,241,1,0.2619,5,Linden Gun Range is a public outdoor shooting facility in San Joaquin County featuring pistol and rifle ranges from 7.5 to 200 yards. They offer the LGR Academy for certified firearms training and ope
valley defensive solutions,Valley Defensive Solutions,https://www.getcarryclass.com/instructors/valley-defensive-solutions-3eb47cf3df,valley-defensive-solutions-3eb47cf3df,exact,not_indexed,2,san-joaquin|santa-clara,62,3,1,373,1,0.2959,5,"Valley Defensive Solutions offers California CCW training courses for residents in Sacramento, San Joaquin, Placer, Contra Costa, and Santa Clara counties. They provide CCW initial courses, renewals, "
elite armory,Elite Armory,https://www.getcarryclass.com/instructors/elite-armory-plus-8259faa779,elite-armory-plus-8259faa779,fuzzy,not_indexed,1,san-joaquin,56,3,1,16,2,0.4834,4,"Elite Armory offers online CCW courses including 16-hour initial and 8-hour renewal courses that students can complete at their own pace. They provide custom AR-15 builds, Glock armorer services, and "
advantage personal defense & tactics,Advantage Personal Defense & Tactics,https://www.getcarryclass.com/instructors/advantage-personal-defense-tactics-39bbf6cd04,advantage-personal-defense-tactics-39bbf6cd04,exact,not_indexed,1,san-luis-obispo,69,3,1,57,1,0.1932,5,"Advantage Personal Defense & Tactics has been providing CCW training in San Luis Obispo County since 2006, founded to address inadequate preparation of concealed carry permitees. The company has expan"
gryphon gun works,Gryphon Gun Works,https://www.getcarryclass.com/instructors/gryphon-gun-works-807bbe375b,gryphon-gun-works-807bbe375b,exact,not_indexed,1,san-luis-obispo,51,3,1,200,1,0.2532,5,"Gryphon Gun Works operates through Uncle Ed's Outfitters in Atascadero, serving as a selected CCW training provider for SLO County. They offer firearms training classes and work in partnership with ot"
peacekeeper specialized training institute,Peacekeeper Specialized Training Institute,https://www.getcarryclass.com/instructors/peacekeeper-specialized-training-institute-d5f8749011,peacekeeper-specialized-training-institute-d5f8749011,exact,not_indexed,1,san-luis-obispo,74,3,1,279,1,0.2674,5,Peacekeeper Specialized Training Institute is a California CCW training facility run by retired law enforcement officers with decades of experience. They offer a two-part 16-hour initial CCW course wi
the gun school,The Gun School,https://www.getcarryclass.com/instructors/the-gun-school-52147490e6,the-gun-school-52147490e6,exact,not_indexed,2,san-luis-obispo|tulare,74,4,2,353,1,0.2728,5,"The Gun School is a firearms training company owned and operated by Danny R. Wells, who has over 30 years of teaching experience and extensive qualifications with rifle, pistol, and shotgun. They offe"
"2nd a firearms training, llc","2nd A Firearms Training, LLC",https://www.getcarryclass.com/instructors/2nd-a-firearms-training-llc-fd9184f599,2nd-a-firearms-training-llc-fd9184f599,exact,not_indexed,1,san-diego,69,3,1,40,1,0.3984,5,"2nd A Firearms Training is a San Diego-based firearms training company that provides professional and affordable training in the safe, responsible and ethical use of firearms. They are staunch advocat"
ccw usa firearms training,CCW USA Firearms Training,https://www.getcarryclass.com/instructors/ccw-usa-firearms-training-3e05a40e77,ccw-usa-firearms-training-3e05a40e77,exact,indexed,1,san-diego,79,3,1,115,1,0.3333,5,"CCW USA Firearms Training provides professional CCW training, renewals, and multi-state permit courses for responsible gun owners in San Diego County. Led by instructor William Desy with over 30 years"
discount gun mart,Discount Gun Mart,https://www.getcarryclass.com/instructors/discount-gun-mart-cceee25333,discount-gun-mart-cceee25333,exact,not_indexed,1,san-diego,91,3,1,152,1,0.2307,5,"Discount Gun Mart is a well-established Southern California firearms institution with over 40 years in the business, offering both initial 16-hour and renewal 8-hour CCW permit courses at their two Sa"
practical defense systems,Practical Defense Systems,https://www.getcarryclass.com/instructors/practical-defense-systems-36383859f6,practical-defense-systems-36383859f6,exact,indexed,1,san-diego,76,3,1,290,1,0.2991,5,"Practical Defense Systems is a California state-certified training provider offering concealed carry courses for California, Utah, and Arizona, along with comprehensive security guard training and per"
the gunsmith guy,The Gunsmith Guy,https://www.getcarryclass.com/instructors/the-gunsmith-guy-1e13cf0a9f,the-gunsmith-guy-1e13cf0a9f,exact,not_indexed,1,san-diego,77,3,1,354,1,0.2585,5,"The Gunsmith Guy specializes in helping responsible, first-time gun owners and CCW holders build real confidence through practical instruction and simulated scenario training. They offer personalized "
poway weapons and gear,Poway Weapons and Gear,https://www.getcarryclass.com/instructors/poway-weapons-and-gear-ed1ee3f853,poway-weapons-and-gear-ed1ee3f853,exact,not_indexed,1,san-diego,68,3,1,287,1,0.4154,5,"Poway Weapons and Gear is a comprehensive training facility, shooting range, and retail store that has helped over 4,793 members secure their CCW permits. They offer the Concealed American 16-hour CCW"
mclaren defense,McLaren Defense,https://www.getcarryclass.com/instructors/mclaren-defense-aa22b288a3,mclaren-defense-aa22b288a3,exact,not_indexed,1,san-diego,65,3,1,250,1,0.3984,5,Mclaren Defense is a firearms training company that advocates for Constitutional rights while emphasizing responsibility through professional and affordable training. They provide comprehensive CCW tr
forza defense training,Forza Defense Training,https://www.getcarryclass.com/instructors/forza-defense-training-756514ead2,forza-defense-training-756514ead2,exact,not_indexed,1,san-diego,66,3,1,184,1,0.5995,3,"Forza Defense Training is Orange and San Diego County's premier concealed weapon training provider, led by CEO and founder Gina whose instructors are trained by NRA and USCCA. Their CCW courses are ac"
arc angel defense,ARC Angel Defense,https://www.getcarryclass.com/instructors/arc-angel-defense-40ff242f3a,arc-angel-defense-40ff242f3a,exact,not_indexed,1,san-diego,55,3,1,73,1,0.386,5,"Arc Angel Defense is a family, veteran owned and operated San Diego based business with 20+ years of security experience. They offer CCW training approved by the San Diego County Sheriff's Department,"
atlas defense group,Atlas Defense Group,https://www.getcarryclass.com/instructors/atlas-defense-group-b911e54d37,atlas-defense-group-b911e54d37,exact,not_indexed,1,san-diego,57,4,2,80,1,0.4433,5,"Atlas Defense Group, Inc. is a licensed training facility in San Diego that provides CCW training alongside security guard services. They offer both 16-hour initial CCW training (split into classroom "
"jrc consulting, inc.","JRC Consulting, Inc.",https://www.getcarryclass.com/instructors/jrc-consulting-inc-cff318fd4c,jrc-consulting-inc-cff318fd4c,exact,not_indexed,1,san-diego,61,2,1,223,1,0.2691,5,JRC Consulting is a professional security services company serving Southern California that offers comprehensive training programs including San Diego Sheriff's concealed carry training. They are one 
personal protection fire-arms training,Personal Protection Fire-Arms Training,https://www.getcarryclass.com/instructors/personal-protection-fire-arms-training-a182f05a5b,personal-protection-fire-arms-training-a182f05a5b,exact,indexed,1,san-diego,108,6,2,281,1,0.2765,5,"Personal Protection Firearms Training is owned and operated by James H. Murphy Jr., a San Diego-based firearms instructor whose background spans U.S. Marine Corps combat service in Vietnam, work as a "
west coast kinetic solutions,West Coast Kinetic Solutions,https://www.getcarryclass.com/instructors/west-coast-kinetic-solutions-b7835c723a,west-coast-kinetic-solutions-b7835c723a,exact,not_indexed,1,san-diego,58,3,1,381,1,0.3333,5,"West Coast Kinetic Solutions provides CCW firearms training and defensive shooting courses in San Diego, California. Led by instructor Matthew Hauff, the company brings special operations and law enfo"
nanpor security academy,Nanpor Security Academy,https://www.getcarryclass.com/instructors/nanpor-security-academy-7e5215913a,nanpor-security-academy-7e5215913a,exact,not_indexed,1,san-diego,64,3,1,258,1,0.3933,5,"NANPOR Security Academy is a veteran-owned business established in 1985 that provides comprehensive security training and services in San Diego County. They offer Guard Card, Firearm, CCW, Baton and p"
m&m firearms training,M&M Firearms Training,https://www.getcarryclass.com/instructors/firearms-training-e51d601167,firearms-training-e51d601167,fuzzy,not_indexed,1,san-diego,67,3,1,244,1,0.3461,5,"M&M Firearms Training is a veteran-owned and operated firearms training company serving the San Diego area. They offer CCW courses required for obtaining permits, including 16-hour initial classes and"
shoreshot shooting simulator,ShoreShot Shooting Simulator,https://www.getcarryclass.com/instructors/shoreshot-shooting-simulator-07d9e295fe,shoreshot-shooting-simulator-07d9e295fe,exact,not_indexed,1,san-diego,19,1,1,330,1,0.2038,5,"Simulated live-fire training facility in Oceanside offering CCW initial and renewal courses, private lessons, and range simulation sessions."
force defensive firearms trng,Force Defensive Firearms Trng,https://www.getcarryclass.com/instructors/force-defensive-firearms-trng-008acfd29f,force-defensive-firearms-trng-008acfd29f,exact,not_indexed,1,san-diego,67,3,1,19,2,0.8086,2,"Force Defensive Firearms Training offers small group CCW classes, in and out of state CCW training, private lessons, and pistol, rifle, and safety classes in Murrieta, CA. They are a POST CCW, DOJ CA "
"tap, rack, bang","Tap, Rack, Bang",https://www.getcarryclass.com/instructors/tap-rack-bang-training-c8e3a90d09,tap-rack-bang-training-c8e3a90d09,fuzzy,not_indexed,1,san-diego,67,3,1,344,1,0.6738,2,Tap Rack Bang is a full-time firearms training company that specializes in CCW training and civilian defense education. Led by instructors with over 30 combined years of experience training US Marines
fort harms,Fort Harms,https://www.getcarryclass.com/instructors/fort-harms-2caac89461,fort-harms-2caac89461,exact,not_indexed,1,san-diego,73,3,1,181,1,0.2912,5,"Fort Harms is a USMC Veteran owned firearms training business that provides San Diego County CCW certification, firearms training at all levels, Active Threat First Aid, and emergency preparedness edu"
vc firearms training,VC Firearms Training,https://www.getcarryclass.com/instructors/vc-firearms-training-b8ccfff29e,vc-firearms-training-b8ccfff29e,exact,not_indexed,1,san-diego,57,3,1,374,1,0.2938,5,"VC Firearms Training offers private and small group training classes for Concealed Carry (CCW), rifle and pistol in Valley Center and surrounding San Diego areas. They specialize in women-only classes"
protector ccw & firearms trng,Protector CCW & Firearms Trng,https://www.getcarryclass.com/instructors/protector-ccw-firearms-trng-6a023984e6,protector-ccw-firearms-trng-6a023984e6,exact,not_indexed,1,san-diego,59,3,1,31,2,0.7491,2,Protector CCW & Firearms Training provides 16-hour Initial and 8-hour Renewal CCW courses for Riverside and San Diego Counties. Their instructors are former USBP Law Enforcement with over 26 years of 
north county shooting center,North County Shooting Center,https://www.getcarryclass.com/instructors/north-county-shooting-center-04fc0da989,north-county-shooting-center-04fc0da989,exact,not_indexed,1,san-diego,67,3,1,266,1,0.2967,5,"North County Shooting Center is the premier full-service shooting range and retail gun store in San Diego County, located in Vista, CA. They offer professional CCW classes held several times a month w"
alpha culture,Alpha Culture,https://www.getcarryclass.com/instructors/alpha-culture-fd45da4492,alpha-culture-fd45da4492,exact,not_indexed,1,san-diego,51,4,2,8,2,0.7926,2,"Alpha Culture L.L.C. provides firearms training with a holistic approach combining in-field and classroom instruction. They offer USCCA courses, basic firearms training, and CPR & life support classes"
firearms training institute,Firearms Training Institute,https://www.getcarryclass.com/instructors/firearms-training-institute-35a8c70da9,firearms-training-institute-35a8c70da9,ambiguous_exact,not_indexed,2,santa-clara|santa-cruz,70,3,1,175,1,0.3118,5,"Firearms Training Institute offers comprehensive firearms training for students of all skill levels, including specialized courses taught by and designed for women only. They provide a wide range of N"
first priority security consulting llc,First Priority Security Consulting LLC,https://www.getcarryclass.com/instructors/first-priority-security-consulting-llc-69868f713a,first-priority-security-consulting-llc-69868f713a,exact,not_indexed,1,santa-clara,61,3,1,18,2,0.7585,2,First Priority Security Consulting LLC is a fully licensed FFL01/07 firearms business providing safe and affordable firearms training to citizens in San Joaquin and surrounding counties. They offer CC
friedman handgun training,Friedman Handgun Training,https://www.getcarryclass.com/instructors/friedman-handgun-training,friedman-handgun-training,constructed,unknown,1,santa-clara,62,3,1,192,1,0.9863,2,Friedman Handgun Training provides CCW training by appointment in compliance with new PC26165 SB2 requirements for both initial and renewal applications. They specialize in one-on-one training session
norcal med tac,NorCal Med Tac,https://www.getcarryclass.com/instructors/norcal-med-tac-1596ca2a69,norcal-med-tac-1596ca2a69,exact,not_indexed,1,santa-clara,57,3,1,265,1,0.2502,5,"NorCal MedTac is a mobile training company that delivers quality medical and defensive training to strengthen customers' ability to care for themselves and their communities. They serve individuals, b"
bay area tactical group,Bay Area Tactical Group,https://www.getcarryclass.com/instructors/bay-area-tactical-group-bat-tactical-4903e3cbaa,bay-area-tactical-group-bat-tactical-4903e3cbaa,fuzzy,not_indexed,1,santa-clara,81,3,1,10,2,0.7677,2,"Bay Area Tactical Group (BAT Tactical) is the premier destination for tactical and firearms training in the Bay Area, led by certified and experienced instructors. They offer a comprehensive range of "
coco firearms training,Coco Firearms Training,https://www.getcarryclass.com/instructors/firearms-training-e51d601167,firearms-training-e51d601167,fuzzy,not_indexed,1,santa-clara,57,3,1,1,3,0.8087,2,"Coco Firearm Training LLC is an approved CCW training vendor for numerous Bay Area law enforcement agencies including Alameda SO, Contra Costa SO, Sacramento SO, and many others. Based out of Oakley, "
silicon valley tactical,Silicon Valley Tactical,https://www.getcarryclass.com/instructors/silicon-valley-tactical-a754d9bb65,silicon-valley-tactical-a754d9bb65,exact,not_indexed,1,santa-clara,62,3,1,328,1,0.7659,2,"Silicon Valley Tactical (SVT) is a comprehensive firearm training company serving Campbell, CA offering programs from beginner to expert levels. They provide personalized CCW training including 16-hou"
bayprofs,BayProfs,https://www.getcarryclass.com/instructors/bayprofs-7f6e0d1b7b,bayprofs-7f6e0d1b7b,exact,not_indexed,1,santa-clara,67,3,1,92,1,0.2614,5,"Bayprofs is a 501(c)(3) non-profit corporation that has provided safe, quality firearms training in the San Francisco Bay Area for more than 35 years, having trained over two thousand people. They off"
"mcgrew & associates, inc","McGrew & Associates, Inc",https://www.getcarryclass.com/instructors/mcgrew-associates-inc-f75201d271,mcgrew-associates-inc-f75201d271,exact,not_indexed,1,santa-clara,66,4,2,3,3,0.8174,2,"McGrew & Associates, Inc. is a highly qualified investigative and security consulting firm in San Jose that specializes in security training including Guard Card, firearms, and CCW courses. They bring"
silicon valley tactical firearm instruction,Silicon Valley Tactical Firearm Instruction,https://www.getcarryclass.com/instructors/silicon-valley-tactical-firearm-instruction,silicon-valley-tactical-firearm-instruction,constructed,unknown,1,santa-cruz,70,3,1,329,1,0.7659,2,"Silicon Valley Tactical (SVT) provides comprehensive firearm training programs from beginner to expert levels in Campbell, CA. They offer personalized learning experiences with friendly and experience"
executech security solutions inc.,Executech Security Solutions Inc.,https://www.getcarryclass.com/instructors/executech-security-solutions-inc-b5e8b18853,executech-security-solutions-inc-b5e8b18853,exact,not_indexed,1,santa-cruz,65,3,1,17,2,0.9486,2,Executech Security Solutions is a California-based corporation headquartered in the San Francisco Bay Area that specializes in investigative and protective solutions. The company offers CCW training f
bat tactical (bay area tactical group),BAT Tactical (Bay Area Tactical Group),https://www.getcarryclass.com/instructors/bay-area-tactical-group-bat-tactical-4903e3cbaa,bay-area-tactical-group-bat-tactical-4903e3cbaa,fuzzy,not_indexed,1,santa-cruz,68,3,1,88,1,0.7597,2,BAT Tactical (Bay Area Tactical Group) is the premier destination for tactical and firearms training in the Bay Area. Their expert certified instructors provide comprehensive programs from basic handg
"mcgrew & associates, inc.","McGrew & Associates, Inc.",https://www.getcarryclass.com/instructors/mcgrew-associates-inc-f75201d271,mcgrew-associates-inc-f75201d271,exact,not_indexed,1,santa-cruz,62,4,2,3,3,0.8174,2,"McGrew & Associates, Inc. is a highly qualified investigative and security consulting firm in San Jose that offers California CCW courses among other security training services. The company brings ove"
bullseye tactical firearms,Bullseye Tactical Firearms,https://www.getcarryclass.com/instructors/bullseye-tactical-firearms-360da88bb6,bullseye-tactical-firearms-360da88bb6,exact,not_indexed,1,shasta,60,4,2,11,2,0.575,3,"Bullseye Tactical Firearms Training provides CCW permit classes and tactical firearms training in the Redding, Shasta County, Mt. Shasta, and Siskiyou County area of California. They offer small class"
nice shot,Nice Shot,https://www.getcarryclass.com/instructors/nice-shot-fa4f19a363,nice-shot-fa4f19a363,exact,not_indexed,2,shasta|sierra,75,3,1,262,1,0.2967,5,Nice Shot is a premier indoor shooting range and firearms training facility in Redding featuring twelve shooting lanes and extensive rental firearm options. They offer CCW permit training for multiple
state of jefferson firearms,State of Jefferson Firearms,https://www.getcarryclass.com/instructors/state-of-jefferson-firearms-training-ebaf684940,state-of-jefferson-firearms-training-ebaf684940,fuzzy,not_indexed,1,shasta,65,3,1,35,2,0.6297,3,"State of Jefferson Firearms Training is a certified CCW training center serving North State California residents across multiple counties including Tehama, Shasta, Glenn, Trinity, Lassen, and Siskiyou"
jones fort,Jones Fort,https://www.getcarryclass.com/instructors/jones-fort-cb9d340ee2,jones-fort-cb9d340ee2,exact,not_indexed,2,shasta|siskiyou,48,3,1,222,1,0.6196,3,"Jones' Fort is a gun shop serving Redding since 1962, offering firearms sales, transfers, and California regulatory compliance assistance. They buy, sell, and trade new and used firearms with a 1-Year"
shasta defense,Shasta Defense,https://www.getcarryclass.com/instructors/shasta-defense-add7bf03a4,shasta-defense-add7bf03a4,exact,not_indexed,2,shasta|tehama,63,3,1,319,1,0.3305,5,"Shasta Defense provides CCW instruction in Shingletown, California, with Sheriff permits valid for all of California. Nathan Zeliff, a California Attorney at Law and certified DOJ and NRA firearms ins"
k2 defense academy,K2 Defense Academy,https://www.getcarryclass.com/instructors/k2-defense-academy-d48f34557e,k2-defense-academy-d48f34557e,exact,not_indexed,2,shasta|tehama,70,3,1,224,1,0.3212,5,"K2 Defense Academy provides professional, family-friendly firearms training by NRA and DOJ certified instructors in Northern California. They offer CCW certification classes for both initial certifica"
twin cities rod & gun,Twin Cities Rod & Gun,https://www.getcarryclass.com/instructors/twin-cities-rod-and-gun-club-88132675d0,twin-cities-rod-and-gun-club-88132675d0,fuzzy,not_indexed,1,sierra,53,2,1,5,3,0.3487,4,Twin Cities Rod and Gun Club is a recreational shooting club in Yuba City that maintains two active ranges and offers CCW classes accepted by Sutter and Yuba Counties. The club's mission includes prov
bullseye tactical firearms training,Bullseye Tactical Firearms Training,https://www.getcarryclass.com/instructors/bullseye-tactical-firearms-360da88bb6,bullseye-tactical-firearms-360da88bb6,fuzzy,not_indexed,1,siskiyou,77,4,2,102,1,0.6657,2,"Bullseye Tactical Firearms Training provides convenient CCW permit classes, tactical handgun training, and tactical rifle training in the Redding, Shasta County, Mt. Shasta, and Siskiyou County area o"
29 outdoor gear,29 Outdoor Gear,https://www.getcarryclass.com/instructors/29-outdoor-gear,29-outdoor-gear,constructed,unknown,1,solano,46,2,1,39,1,0.1642,5,"29 Outdoor Gear is a firearms retailer located in American Canyon, California, founded in 2014 by Jerry Kunzman and David Lang, two local Napa Area residents and firearms enthusiasts. The shop is situ"
bay area tactical,Bay Area Tactical,https://www.getcarryclass.com/instructors/bay-area-tactical,bay-area-tactical,constructed,unknown,1,solano,76,3,1,91,1,0.7597,2,Bay Area Tactical Group is a premier tactical and firearms training company serving the Bay Area with expert instructors providing education and support for all skill levels. They offer a wide range o
blue ridge consulting and firearms,Blue Ridge Consulting and Firearms,https://www.getcarryclass.com/instructors/blue-ridge-consulting-and-firearms-6aa57f6c02,blue-ridge-consulting-and-firearms-6aa57f6c02,exact,not_indexed,1,solano,128,4,2,99,1,0.2792,5,"Blue Ridge Consulting and Firearms is led by Dave Adams, who brings an exceptional level of real-world experience to firearms instruction, having served 37 years in the U.S. Army Reserves — retiring a"
dobbs firearm training,Dobbs Firearm Training,https://www.getcarryclass.com/instructors/dobbs-firearm-training-decade8294,dobbs-firearm-training-decade8294,exact,not_indexed,2,contra-costa|solano,48,3,1,153,1,0.6223,3,"Dobbs Firearm Training provides California CCW training courses, specializing in 8-hour SB2 training requirements for permit renewals. They serve multiple counties including Calaveras, Contra Costa, S"
"shields defense, llc","Shields Defense, LLC",https://www.getcarryclass.com/instructors/shields-defense-llc-f12ffe6ee8,shields-defense-llc-f12ffe6ee8,exact,not_indexed,1,solano,63,3,1,320,1,0.25,5,Shields Defense is a black-owned company founded by two brothers with expertise in firearms training and emergency medical services. They offer CCW qualification courses for both Solano County and Con
split fire firearms training,Split Fire Firearms Training,https://www.getcarryclass.com/instructors/split-fire-firearms-training-48a08dac60,split-fire-firearms-training-48a08dac60,exact,not_indexed,1,solano,72,4,2,336,1,0.3554,5,"Split Fire Firearms Training is an approved training company serving Northern California since 2010, specializing in CCW certifications for most North Bay area counties along with Alameda, Napa and Sa"
2nd amendment firearms academy,2nd AMENDMENT FIREARMS ACADEMY,https://www.getcarryclass.com/instructors/2nd-amendment-firearms-academy,2nd-amendment-firearms-academy,constructed,unknown,2,contra-costa|sonoma,70,4,2,6,2,0.7361,2,2A Firearms Academy is a Bay Area-based firearms training company founded by U.S. Army veteran Doug Kevilus and co-founder Ryan Lewis. The academy specializes in California CCW certification and defen
titan protective training,Titan Protective Training,https://www.getcarryclass.com/instructors/titan-protective-training-9992fec950,titan-protective-training-9992fec950,exact,not_indexed,1,sonoma,71,3,1,361,1,0.3631,5,"Titan Protective Services & Training is owned and operated by Jammey Feith, a retired Sonoma County Sheriff's Office officer with over 27 years of firearms expertise. Located in Sonoma County, they of"
ferguson arms llc,Ferguson Arms LLC,https://www.getcarryclass.com/instructors/ferguson-arms-llc-d139dbb1ec,ferguson-arms-llc-d139dbb1ec,exact,not_indexed,1,sonoma,52,3,1,171,1,0.3676,5,Ferguson Arms LLC is a Santa Rosa-based firearms dealer and training provider operating by appointment only. They offer 16-hour initial concealed carry courses for Sonoma County at $325 and 8-hour ren
g4 firearms,G4 Firearms,https://www.getcarryclass.com/instructors/g4-firearms-2452c960d8,g4-firearms-2452c960d8,exact,indexed,1,sonoma,50,3,1,194,1,0.6217,3,"G4 Firearms is a full-service gun store and training facility serving Sonoma County. They offer firearms courses for every skill level including CCW training, women's handgun safety, home defense, and"
trident firearms academy,Trident Firearms Academy,https://www.getcarryclass.com/instructors/trident-firearms-academy-343bb3b65b,trident-firearms-academy-343bb3b65b,exact,not_indexed,1,stanislaus,80,3,1,365,1,0.2474,5,"Trident Firearms Academy is the Central Valley's premier firearms training organization that empowers civilians, security and military personnel, and law enforcement officers with comprehensive traini"
"valley defense consulting, inc.","Valley Defense Consulting, Inc.",https://www.getcarryclass.com/instructors/valley-defense-consulting-3dbeda9c8b,valley-defense-consulting-3dbeda9c8b,fuzzy,not_indexed,1,stanislaus,54,3,1,371,1,0.5127,4,"Valley Defense Consulting offers comprehensive firearms training for civilians and law enforcement in Modesto, California. Their instructors have served in local law enforcement and have been trained "
fred's firearms,Fred's Firearms,https://www.getcarryclass.com/instructors/freds-firearms,freds-firearms,constructed,unknown,1,stanislaus,66,3,1,188,1,0.3034,5,Fred's Firearms Training is a family business owned by Fred and Jennifer that provides professional CCW training programs in Stanislaus County. They offer a comprehensive 16-hour initial CCW course wi
"hammer stryke self-reliance training, inc","Hammer Stryke Self-Reliance Training, Inc",https://www.getcarryclass.com/instructors/hammer-stryke-self-reliance-training-inc-a768c788f7,hammer-stryke-self-reliance-training-inc-a768c788f7,exact,indexed,1,stanislaus,64,3,1,22,2,0.7981,2,"Hammer Stryke Self-Reliance Training is a California Corporation providing advanced firearms training with facilities in Mariposa and Merced Counties. Their instructors have backgrounds in military, l"
rosengarten firearms trainings,Rosengarten Firearms Trainings,https://www.getcarryclass.com/instructors/rosengarten-firearms-trainings-7c11aff3ed,rosengarten-firearms-trainings-7c11aff3ed,exact,not_indexed,1,stanislaus,63,3,1,309,1,0.5349,4,"Rosengarten Firearms Training has been providing CCW instruction since 1998, led by certified instructors including retired law enforcement officers. They offer 16-hour CCW classes accepted by multipl"
kiwi's custom guns inc.,Kiwi's Custom Guns Inc.,https://www.getcarryclass.com/instructors/kiwis-custom-guns-inc,kiwis-custom-guns-inc,constructed,unknown,1,stanislaus,59,4,2,229,1,0.7756,2,Kiwi's Custom Guns Inc. operates a state-of-the-art climate controlled indoor shooting range with five 25-yard lanes capable of handling calibers up to .50BMG. The facility features advanced Action Ta
stage stop sporting goods,Stage Stop Sporting Goods,https://www.getcarryclass.com/instructors/stage-stop-sporting-goods,stage-stop-sporting-goods,constructed,unknown,1,stanislaus,103,5,2,337,1,0.4982,4,"Stage Stop Gun Shop is a family-owned firearm and archery retailer with two Central California locations in Mariposa and Atwater, offering both initial and renewal CCW permit courses alongside a full "
twin cities rod and gun,Twin Cities Rod and Gun,https://www.getcarryclass.com/instructors/twin-cities-rod-and-gun-club-88132675d0,twin-cities-rod-and-gun-club-88132675d0,fuzzy,not_indexed,1,sutter,55,3,1,5,3,0.667,2,"Twin Cities Rod and Gun Club offers monthly concealed carry weapon classes taught by NRA certified instructors. Classes meet training requirements for Yuba, Sutter & Colusa County residents and are he"
conseale,Conseale,https://www.getcarryclass.com/instructors/conseale-05c18e1e2d,conseale-05c18e1e2d,exact,not_indexed,2,sutter|yuba,57,3,1,132,1,0.2985,5,"Conseale is operated by John Green, a DOJ Certified Pistol Instructor and NRA Instructor for Personal Protection Inside and Outside the Home. They offer SB2 compliant 16-hour CCW permit classes and 8-"
nor-cal tactical,Nor-Cal Tactical,https://www.getcarryclass.com/instructors/nor-cal-tactical,nor-cal-tactical,constructed,unknown,1,sutter,48,3,1,29,2,0.5076,4,"NorCal Tactical is a firearms retailer and training provider located in Sutter, California. They offer concealed carry courses including initial and renewal classes, as well as basic firearm training."
